,Origin,Dest,Distance
2440,JAN,MDW,1073.75319894
2441,JAN,MEM,303.93521765
2442,JAN,ORD,1092.28985434
2443,JAX,ATL,434.587927807
2444,JAX,AUS,1533.2277668
2445,JAX,BHM,586.981502877
2446,JAX,BNA,779.079873739
2447,JAX,BOS,1627.18073558
2448,JAX,BWI,1068.36540825
2449,JAX,CLE,1214.4533426
2450,JAX,CLT,529.584338858
2451,JAX,CMH,1062.72963564
2452,JAX,CVG,989.560998214
2453,JAX,DCA,1021.96100842
2454,JAX,DEN,2325.66340973
2455,JAX,DFW,1475.70932808
2456,JAX,DTW,1311.86789917
2457,JAX,EWR,1321.36526813
2458,JAX,FLL,514.252238566
2459,JAX,HOU,1310.87947284
2460,JAX,IAD,1016.12845063
2461,JAX,IAH,1312.46345716
2462,JAX,IND,1107.79595547
2463,JAX,JFK,1334.88398796
2464,JAX,LAX,3458.37335144
2465,JAX,LGA,1343.03615299
2466,JAX,MCI,1536.95713465
2467,JAX,MEM,925.171075591
2468,JAX,MIA,540.513405222
2469,JAX,MSP,1890.87029424
2470,JAX,MSY,825.191830945
2471,JAX,ORD,1392.86803317
2472,JAX,ORF,874.058431183
2473,JAX,PHL,1195.61909594
2474,JAX,PIR,2244.78112561
2475,JAX,PNS,527.03494593
2476,JAX,RDU,656.770842528
2477,JAX,TPA,291.907998395
2478,JFK,ACK,319.761259098
2479,JFK,ALB,234.537503034
2480,JFK,ATL,1222.46835494
2481,JFK,AUS,2446.2245367
2482,JFK,BDL,171.072514544
2483,JFK,BGM,253.262055462
2484,JFK,BNA,1230.14444451
2485,JFK,BOS,300.282139725
2486,JFK,BQN,2543.76533401
2487,JFK,BTV,429.312312247
2488,JFK,BUF,483.849580446
2489,JFK,BUR,3959.62645817
2490,JFK,BWI,295.453915883
2491,JFK,CLE,682.419433769
2492,JFK,CLT,870.79974743
2493,JFK,CMH,775.787259804
2494,JFK,CVG,945.95340566
2495,JFK,DCA,342.32362212
2496,JFK,DEN,2610.61622178
2497,JFK,DFW,2235.592353
2498,JFK,DTW,816.978594618
2499,JFK,FLL,1723.82751372
2500,JFK,GSO,736.968636281
2501,JFK,HDN,2808.48164785
2502,JFK,HOU,2296.80614544
2503,JFK,IAD,366.428955261
2504,JFK,IAH,2278.60709388
2505,JFK,IND,1067.63396731
2506,JFK,JAX,1334.88398796
2507,JFK,LAS,3610.43675896
2508,JFK,LAX,3975.44755286
2509,JFK,LGA,17.2128861279
2510,JFK,LGB,3959.53609075
2511,JFK,MCO,1521.86071582
2512,JFK,MHT,320.607524529
2513,JFK,MIA,1757.66033802
2514,JFK,MSP,1651.78904439
2515,JFK,MSY,1902.08444408
2516,JFK,OAK,4136.4201091
2517,JFK,ONT,3902.34829372
2518,JFK,ORD,1188.21104743
2519,JFK,ORF,466.491644082
2520,JFK,PBI,1657.65975687
2521,JFK,PDX,3940.06403167
2522,JFK,PHL,150.662111469
2523,JFK,PHX,3459.16816841
2524,JFK,PIT,545.466430519
2525,JFK,PSE,2610.32547644
2526,JFK,PVD,231.836533366
2527,JFK,PWM,440.038134154
2528,JFK,RDU,686.708234063
2529,JFK,RIC,463.646220095
2530,JFK,ROC,424.187682155
2531,JFK,RSW,1732.18465216
2532,JFK,SAN,3929.24255963
2533,JFK,SAV,1155.83214599
2534,JFK,SDF,1062.67018628
2535,JFK,SEA,3887.88175519
2536,JFK,SFO,4153.08054452
2537,JFK,SJC,4126.07846402
2538,JFK,SJU,2578.72320932
2539,JFK,SLC,3194.58544178
2540,JFK,SMF,4048.57016522
2541,JFK,SRQ,1678.52544336
2542,JFK,STL,1433.2759307
2543,JFK,STT,2619.58824211
2544,JFK,SWF,99.9494213459
2545,JFK,SYR,335.711337477
2546,JFK,TPA,1620.03182807
2547,JFK,TUS,3432.32549792
2548,JNU,ANC,916.216385327
2549,JNU,GST,66.3818709072
2550,JNU,KTN,376.23306625
2551,JNU,PSG,198.257473439
2552,JNU,SEA,1460.97474005
2553,JNU,SIT,152.772223501
2554,JNU,YAK,296.570539258
2555,KOA,DEN,5353.13644325
2556,KOA,HNL,262.865597298
2557,KOA,LAX,4026.89451612
2558,KOA,OAK,3826.05953259
2559,KOA,OGG,135.113694701
2560,KOA,ORD,6773.3095632
2561,KOA,PHX,4598.37581635
2562,KOA,SEA,4328.05516991
2563,KOA,SFO,3809.21455014
2564,KOA,SLC,4770.53930672
2565,KOA,SNA,4068.89038367
2566,KTN,JNU,376.23306625
2567,KTN,SEA,1093.0868094
2568,KTN,SIT,293.779714453
2569,KTN,WRG,132.043190217
2570,LAN,ATL,1016.95574525
2571,LAN,CVG,414.927216049
2572,LAN,DTW,119.198651157
2573,LAN,GRR,77.1482982731
2574,LAN,MSP,730.824096653
2575,LAN,ORD,286.721220789
2576,LAS,ABQ,781.365912045
2577,LAS,ALB,3592.66693493
2578,LAS,AMA,1218.131518
2579,LAS,ANC,3704.65099254
2580,LAS,ATL,2805.73363783
2581,LAS,AUS,1751.69317681
2582,LAS,BDL,3689.48451531
2583,LAS,BFL,359.668555418
2584,LAS,BHM,2598.97398848
2585,LAS,BMI,2333.30011458
2586,LAS,BNA,2549.68588358
2587,LAS,BOI,837.465115831
2588,LAS,BOS,3823.89478971
2589,LAS,BUF,3190.48418528
2590,LAS,BUR,358.791920234
2591,LAS,BWI,3382.20181138
2592,LAS,CAK,2964.45935989
2593,LAS,CLE,2930.35656137
2594,LAS,CLT,3077.57298132
2595,LAS,CMH,2843.70702556
2596,LAS,COS,970.831260227
2597,LAS,CVG,2695.24767466
2598,LAS,DAY,2730.7788801
2599,LAS,DCA,3354.65008663
2600,LAS,DEN,1009.6875288
2601,LAS,DFW,1695.35321251
2602,LAS,DTW,2808.92499509
2603,LAS,ELP,938.265105025
2604,LAS,EUG,1126.10618248
2605,LAS,EWR,3577.14800685
2606,LAS,FAT,415.855529053
2607,LAS,FLL,3493.21476708
2608,LAS,FNT,2783.42163411
2609,LAS,GEG,1298.47544762
2610,LAS,HNL,4441.80818244
2611,LAS,HOU,1985.30121781
2612,LAS,IAD,3317.51043299
2613,LAS,IAH,1963.42061067
2614,LAS,IND,2553.68593203
2615,LAS,ISP,3665.69072264
2616,LAS,JFK,3610.43675896
2617,LAS,LAX,380.095816191
2618,LAS,LBB,1244.64817384
2619,LAS,LGB,371.577952767
2620,LAS,LIT,2079.28519226
2621,LAS,MAF,1278.34198101
2622,LAS,MCI,1830.08361852
2623,LAS,MCO,3277.14390441
2624,LAS,MDW,2442.67409883
2625,LAS,MEM,2274.58663579
2626,LAS,MFR,964.959793262
2627,LAS,MHT,3784.39506529
2628,LAS,MIA,3495.27375247
2629,LAS,MKE,2447.74163807
2630,LAS,MLI,2210.75178768
2631,LAS,MRY,602.039402513
2632,LAS,MSP,2088.44335836
2633,LAS,MSY,2410.34221523
2634,LAS,OAK,654.499018798
2635,LAS,OGG,4334.48897389
2636,LAS,OKC,1584.35794141
2637,LAS,OMA,1765.47731233
2638,LAS,ONT,316.822275462
2639,LAS,ORD,2432.47533599
2640,LAS,ORF,3460.00818533
2641,LAS,PBI,3467.76128239
2642,LAS,PDX,1228.02459455
2643,LAS,PHL,3495.52978487
2644,LAS,PHX,411.018413108
2645,LAS,PIH,790.6111397
2646,LAS,PIT,3067.54813805
2647,LAS,PSP,279.099994485
2648,LAS,PVD,3795.66032029
2649,LAS,RDU,3253.8640319
2650,LAS,RNO,555.951991982
2651,LAS,ROC,3277.05215353
2652,LAS,SAN,416.520772784
2653,LAS,SAT,1718.02434335
2654,LAS,SBA,463.794138984
2655,LAS,SBP,504.84970123
2656,LAS,SDF,2608.11153488
2657,LAS,SEA,1395.55371403
2658,LAS,SFO,665.070049611
2659,LAS,SJC,620.651761646
2660,LAS,SLC,592.147207932
2661,LAS,SMF,638.84869288
2662,LAS,SNA,364.580530818
2663,LAS,STL,2202.57737897
2664,LAS,TPA,3188.47082793
2665,LAS,TUL,1727.64803862
2666,LAS,TUS,587.105770523
2667,LAS,YUM,384.079229123
2668,LAW,DFW,225.392488724
2669,LAX,ABQ,1087.90328091
2670,LAX,ANC,3771.99859098
2671,LAX,ASE,1184.87885422
2672,LAX,ATL,3126.76698871
2673,LAX,AUS,1994.9813576
2674,LAX,BDL,4058.60772393
2675,LAX,BFL,176.141802296
2676,LAX,BNA,2887.23211757
2677,LAX,BOI,1086.77520346
2678,LAX,BOS,4194.35152053
2679,LAX,BWI,3741.08989194
2680,LAX,CDC,635.440366388
2681,LAX,CLD,150.410885971
2682,LAX,CLE,3297.46665925
2683,LAX,CLT,3413.6080762
2684,LAX,CMH,3205.07795409
2685,LAX,COS,1339.66299463
2686,LAX,CVG,3051.88913375
2687,LAX,DCA,3712.06699267
2688,LAX,DEN,1385.56196533
2689,LAX,DFW,1983.80401964
2690,LAX,DRO,1027.42754332
2691,LAX,DTW,3179.04182705
2692,LAX,EGE,1202.46889964
2693,LAX,ELP,1147.93738893
2694,LAX,EUG,1205.63208784
2695,LAX,EWR,3942.25531212
2696,LAX,FAT,336.835693121
2697,LAX,FLL,3764.40819245
2698,LAX,GEG,1523.08001352
2699,LAX,GJT,1053.47733449
2700,LAX,HNL,4109.44689423
2701,LAX,HOU,2233.09830152
2702,LAX,IAD,3675.18791022
2703,LAX,IAH,2215.77139577
2704,LAX,ICT,1932.36098062
2705,LAX,IDA,1197.40761469
2706,LAX,IND,2913.79934278
2707,LAX,IPL,290.232004967
2708,LAX,IYK,198.088498668
2709,LAX,JAC,1262.82310508
2710,LAX,JAX,3458.37335144
2711,LAX,JFK,3975.44755286
2712,LAX,KOA,4026.89451612
2713,LAX,LAS,380.095816191
2714,LAX,LIH,4204.32776086
2715,LAX,MCI,2190.34466925
2716,LAX,MCO,3563.44072152
2717,LAX,MDW,2812.41897865
2718,LAX,MEM,2600.53828213
2719,LAX,MFE,2120.17193352
2720,LAX,MIA,3763.81865762
2721,LAX,MKE,2821.48141557
2722,LAX,MOD,469.668074521
2723,LAX,MRY,428.695271124
2724,LAX,MSP,2468.0729547
2725,LAX,MSY,2683.7025765
2726,LAX,MTJ,1070.49132636
2727,LAX,OAK,542.904562638
2728,LAX,OGG,3996.70101744
2729,LAX,OKC,1906.80894603
2730,LAX,ONT,75.4686606815
2731,LAX,ORD,2802.99684017
2732,LAX,OXR,79.0365038831
2733,LAX,PDX,1343.49691032
2734,LAX,PHL,3857.52665117
2735,LAX,PHX,594.593679439
2736,LAX,PIT,3431.12277547
2737,LAX,PMD,81.9800007481
2738,LAX,PSP,176.013876934
2739,LAX,RDU,3595.66757357
2740,LAX,RNO,629.814342458
2741,LAX,SAN,175.787945802
2742,LAX,SAT,1945.26593889
2743,LAX,SBA,142.34616609
2744,LAX,SBP,250.124968974
2745,LAX,SDF,2959.68957097
2746,LAX,SEA,1537.39232277
2747,LAX,SFO,543.34334917
2748,LAX,SGU,559.003744632
2749,LAX,SJC,495.879475031
2750,LAX,SJU,5444.59248055
2751,LAX,SLC,949.626237267
2752,LAX,SMF,600.595527144
2753,LAX,SMX,216.000011117
2754,LAX,SNA,58.0557282026
2755,LAX,STL,2557.5686767
2756,LAX,TPA,3467.51909529
2757,LAX,TUS,725.158820292
2758,LAX,XNA,2202.58567097
2759,LAX,YUM,381.280456246
2760,LBB,ABQ,465.38035313
2761,LBB,AUS,549.970398132
2762,LBB,DAL,471.157732265
2763,LBB,DFW,452.981910207
2764,LBB,ELP,473.486809133
2765,LBB,IAH,736.407108449
2766,LBB,LAS,1244.64817384
2767,LCH,IAH,204.523997068
2768,LEX,ATL,489.64919364
2769,LEX,CLE,443.263060636
2770,LEX,CVG,112.730790441
2771,LEX,DCA,665.325503333
2772,LEX,DFW,1261.51502427
2773,LEX,DTW,476.531866732
2774,LEX,EWR,944.210279932
2775,LEX,IAH,1333.12529257
2776,LEX,IND,237.330461941
2777,LEX,LGA,970.744880405
2778,LEX,MCO,1111.51865245
2779,LEX,ORD,520.724930054
2780,LEX,PIA,526.068046545
2781,LFT,ATL,809.010965284
2782,LFT,DCA,1670.2413517
2783,LFT,DFW,564.502818622
2784,LFT,IAH,323.679605418
2785,LGA,AGS,1091.91167326
2786,LGA,ATL,1225.25066902
2787,LGA,BGR,608.429029577
2788,LGA,BHM,1393.06733234
2789,LGA,BNA,1228.06358052
2790,LGA,BOS,296.787331024
2791,LGA,CAE,993.750400273
2792,LGA,CAK,636.902600657
2793,LGA,CHS,1033.47249286
2794,LGA,CLE,672.163849132
2795,LGA,CLT,875.207768153
2796,LGA,CMH,768.678157964
2797,LGA,CVG,940.193471508
2798,LGA,DAB,1445.35898317
2799,LGA,DCA,344.89470884
2800,LGA,DEN,2600.64027524
2801,LGA,DFW,2232.05867218
2802,LGA,DSM,1655.91775127
2803,LGA,DTW,805.385110659
2804,LGA,EGE,2793.20138097
2805,LGA,FLL,1735.12288898
2806,LGA,FNT,852.449380163
2807,LGA,GRR,992.63180166
2808,LGA,GSO,741.324442993
2809,LGA,GSP,981.771279961
2810,LGA,HDN,2797.91734994
2811,LGA,HSV,1322.90556432
2812,LGA,IAD,367.579655416
2813,LGA,IAH,2277.84829916
2814,LGA,IND,1060.24249435
2815,LGA,JAX,1343.03615299
2816,LGA,LEX,970.744880405
2817,LGA,MCO,1531.44126157
2818,LGA,MEM,1547.4200464
2819,LGA,MIA,1768.93008059
2820,LGA,MLB,1539.32487803
2821,LGA,MSN,1303.86406776
2822,LGA,MSP,1638.57734529
2823,LGA,MSY,1903.97213171
2824,LGA,MYR,907.179318557
2825,LGA,ORD,1177.42619567
2826,LGA,PBI,1668.83006921
2827,LGA,PHF,464.462466535
2828,LGA,PIT,537.692806686
2829,LGA,PWM,433.513972679
2830,LGA,RDU,693.224289756
2831,LGA,RIC,469.904986965
2832,LGA,RSW,1742.15499573
2833,LGA,SAV,1163.31015164
2834,LGA,SDF,1057.99564811
2835,LGA,SLC,3183.47789635
2836,LGA,STL,1426.29411283
2837,LGA,STT,2636.70864934
2838,LGA,TPA,1628.8093819
2839,LGA,TVC,1051.72691833
2840,LGA,TYS,1040.99236872
2841,LGA,VPS,1615.16404985
2842,LGA,XNA,1842.20070156
2843,LGB,BOS,4179.66772791
2844,LGB,EWR,3926.36703813
2845,LGB,FAT,358.46920462
2846,LGB,FLL,3740.03245678
2847,LGB,GJT,1042.74438866
2848,LGB,IAD,3658.00110766
2849,LGB,JFK,3959.53609075
2850,LGB,LAS,371.577952767
2851,LGB,MRY,455.381245128
2852,LGB,OAK,568.533517996
2853,LGB,ORD,2788.50146667
2854,LGB,PHX,570.186971909
2855,LGB,PWM,4230.61003735
2856,LGB,RNO,648.156449725
2857,LGB,SEA,1555.6843733
2858,LGB,SLC,947.853019142
2859,LGB,SMF,623.978056792
2860,LIH,DEN,5488.42313323
2861,LIH,HNL,163.682077037
2862,LIH,LAX,4204.32776086
2863,LIH,OGG,324.087686694
2864,LIH,PHX,4788.69862271
2865,LIH,SEA,4346.37444322
2866,LIH,SFO,3935.32926512
2867,LIT,ATL,727.392684146
2868,LIT,BWI,1466.16907751
2869,LIT,CLT,1029.08679222
2870,LIT,COS,1199.28599207
2871,LIT,CVG,825.782273784
2872,LIT,DAL,476.193554368
2873,LIT,DFW,489.263037957
2874,LIT,DTW,1134.30330344
2875,LIT,EWR,1717.55127083
2876,LIT,GJT,1527.13810944
2877,LIT,HOU,634.303937074
2878,LIT,IAH,603.511027053
2879,LIT,LAS,2079.28519226
2880,LIT,MCO,1248.06881484
2881,LIT,MDW,876.375042
2882,LIT,MEM,208.005619848
2883,LIT,MSP,1132.44816804
2884,LIT,ORD,889.684534555
2885,LIT,PHX,1825.63160403
2886,LIT,SLC,1858.07899789
2887,LIT,STL,476.603675482
2888,LNK,DEN,679.509410979
2889,LNK,DTW,1125.27058791
2890,LNK,MSN,663.94387296
2891,LNK,MSP,532.979547642
2892,LNK,ORD,748.814426192
2893,LNK,RFD,655.103137094
2894,LNK,SGF,495.477245878
2895,LRD,DFW,639.300336376
2896,LRD,IAH,484.794237778
2897,LSE,MSP,191.952257994
2898,LSE,ORD,345.206424194
2899,LWB,ATL,593.79048618
2900,LWS,BOI,318.727576213
2901,LWS,IDA,502.553812788
2902,LWS,SLC,741.813527963
2903,LWS,TWF,477.203834669
2904,LYH,ATL,626.422985849
2905,MAF,ABQ,534.547267436
2906,MAF,AUS,473.481073793
2907,MAF,DAL,512.395879889
2908,MAF,DFW,496.285449435
2909,MAF,ELP,394.682426043
2910,MAF,HOU,708.928811147
2911,MAF,IAH,689.47947244
2912,MAF,LAS,1278.34198101
2913,MBS,DTW,158.356386688
2914,MBS,MSP,743.770259202
2915,MBS,ORD,357.001125098
2916,MCI,ABQ,1154.55942253
2917,MCI,ATL,1113.72709226
2918,MCI,AUS,1047.77528422
2919,MCI,BNA,789.871121665
2920,MCI,BWI,1552.13885027
2921,MCI,CLE,1114.3327838
2922,MCI,CLT,1299.34962559
2923,MCI,CMH,1014.73775542
2924,MCI,COS,863.943718475
2925,MCI,CVG,866.268166009
2926,MCI,DAL,742.716542422
2927,MCI,DEN,855.656715288
2928,MCI,DFW,741.885563722
2929,MCI,DTW,1009.67552172
2930,MCI,EWR,1753.56596445
2931,MCI,GSO,1346.55859003
2932,MCI,IAD,1487.52382353
2933,MCI,IAH,1037.48472292
2934,MCI,IND,723.789236215
2935,MCI,JAX,1536.95713465
2936,MCI,LAS,1830.08361852
2937,MCI,LAX,2190.34466925
2938,MCI,MCO,1726.62784244
2939,MCI,MDW,650.006665985
2940,MCI,MEM,632.498961386
2941,MCI,MIA,2015.81086637
2942,MCI,MSN,620.223167993
2943,MCI,MSP,633.206715762
2944,MCI,MSY,1111.92171211
2945,MCI,OAK,2391.32337694
2946,MCI,OKC,503.692023139
2947,MCI,OMA,244.506479357
2948,MCI,ONT,2116.81345692
2949,MCI,ORD,647.205037766
2950,MCI,PDX,2379.49075769
2951,MCI,PHX,1677.42091031
2952,MCI,PIT,1241.48436815
2953,MCI,RDU,1452.20907623
2954,MCI,SAN,2142.93863834
2955,MCI,SAT,1139.09982069
2956,MCI,SDF,788.528985861
2957,MCI,SEA,2392.37467066
2958,MCI,SLC,1476.97075678
2959,MCI,SMF,2315.79810043
2960,MCI,STL,380.263305606
2961,MCI,TPA,1687.37829637
2962,MCI,TUL,359.851802618
2963,MCI,TUS,1665.55568985
2964,MCN,ATL,127.59685608
2965,MCO,ABQ,2495.85563352
2966,MCO,ACY,1373.90409441
2967,MCO,ALB,1729.57831966
2968,MCO,ATL,650.941739624
2969,MCO,AUS,1597.51139255
2970,MCO,BDL,1692.74316522
2971,MCO,BHM,771.427313071
2972,MCO,BMI,1509.30148115
2973,MCO,BNA,993.309036942
2974,MCO,BOS,1806.54741934
2975,MCO,BQN,1817.78419434
2976,MCO,BUF,1630.54522466
2977,MCO,BWI,1269.39136194
2978,MCO,CAK,1388.94529949
2979,MCO,CHS,511.699159188
2980,MCO,CLE,1444.85170048
2981,MCO,CLT,755.440336051
2982,MCO,CMH,1294.91513557
2983,MCO,CVG,1221.10420871
2984,MCO,DAY,1303.72351132
2985,MCO,DCA,1224.50911574
2986,MCO,DEN,2487.13947994
2987,MCO,DFW,1582.91337063
2988,MCO,DTW,1544.13733945
2989,MCO,EWR,1511.35775713
2990,MCO,FLL,285.990163375
2991,MCO,FNT,1631.52445469
2992,MCO,GRR,1651.32907691
2993,MCO,GSO,862.620330237
2994,MCO,GSP,724.358826626
2995,MCO,HOU,1364.42772261
2996,MCO,HPN,1566.37564709
2997,MCO,IAD,1222.41011825
2998,MCO,IAH,1372.43588095
2999,MCO,IND,1336.31329028
3000,MCO,ISP,1565.53877549
3001,MCO,JAN,945.173582269
3002,MCO,JFK,1521.86071582
3003,MCO,LAS,3277.14390441
3004,MCO,LAX,3563.44072152
3005,MCO,LEX,1111.51865245
3006,MCO,LGA,1531.44126157
3007,MCO,LIT,1248.06881484
3008,MCO,MCI,1726.62784244
3009,MCO,MDW,1595.90783416
3010,MCO,MEM,1100.64481777
3011,MCO,MHT,1840.26660985
3012,MCO,MIA,310.065946547
3013,MCO,MKE,1719.54369082
3014,MCO,MLI,1671.09243866
3015,MCO,MSP,2111.09499057
3016,MCO,MSY,885.797036172
3017,MCO,ORD,1620.59412329
3018,MCO,ORF,1055.63950384
3019,MCO,PBI,228.126969545
3020,MCO,PDX,4074.45983584
3021,MCO,PHF,1067.19612922
3022,MCO,PHL,1388.99479877
3023,MCO,PHX,2970.58187084
3024,MCO,PIT,1345.25497168
3025,MCO,PNS,612.892634363
3026,MCO,PSE,1898.41446492
3027,MCO,PVD,1729.16270815
3028,MCO,PWM,1956.4200525
3029,MCO,RDU,861.721930912
3030,MCO,RIC,1075.64179466
3031,MCO,ROC,1666.08217365
3032,MCO,RSW,215.135798837
3033,MCO,SAN,3452.61415272
3034,MCO,SAT,1672.75548524
3035,MCO,SDF,1159.00501634
3036,MCO,SEA,4105.9980804
3037,MCO,SFO,3930.37049655
3038,MCO,SJU,1913.92678076
3039,MCO,SLC,3104.23979478
3040,MCO,STL,1420.37790817
3041,MCO,SWF,1594.16833295
3042,MCO,SYR,1698.28623769
3043,MCO,TLH,367.003865163
3044,MCO,TPA,130.195206468
3045,MCO,TRI,900.83354354
3046,MCO,TYS,859.016259277
3047,MDT,ATL,997.442168354
3048,MDT,CLE,449.102031053
3049,MDT,CLT,664.686960723
3050,MDT,CVG,688.849205313
3051,MDT,DCA,151.049645223
3052,MDT,DFW,1979.18039637
3053,MDT,DTW,595.256671648
3054,MDT,IAD,151.074309675
3055,MDT,JFK,257.554467489
3056,MDT,LGA,253.015298718
3057,MDT,MSP,1442.96461408
3058,MDT,ORD,954.186332237
3059,MDT,PHL,134.48635034
3060,MDW,ABQ,1801.51043071
3061,MDW,ALB,1151.96145941
3062,MDW,ATL,952.255796126
3063,MDW,AUS,1565.64924681
3064,MDW,BDL,1246.81400328
3065,MDW,BHM,918.843713097
3066,MDW,BNA,636.529296817
3067,MDW,BOS,1381.94653206
3068,MDW,BUF,751.996132729
3069,MDW,BWI,980.852054111
3070,MDW,CLE,492.637608864
3071,MDW,CLT,940.43989327
3072,MDW,CMH,454.416279187
3073,MDW,DEN,1437.8060856
3074,MDW,DFW,1283.59208644
3075,MDW,DTW,366.66617437
3076,MDW,EWR,1141.43747455
3077,MDW,FLL,1881.2760198
3078,MDW,HOU,1510.27292006
3079,MDW,IAD,927.373019781
3080,MDW,IND,260.828670535
3081,MDW,ISP,1228.00337794
3082,MDW,JAN,1073.75319894
3083,MDW,LAS,2442.67409883
3084,MDW,LAX,2812.41897865
3085,MDW,LGA,1164.29593212
3086,MDW,LIT,876.375042
3087,MDW,MCI,650.006665985
3088,MDW,MCO,1595.90783416
3089,MDW,MHT,1345.01551886
3090,MDW,MIA,1905.96290455
3091,MDW,MSP,560.487465644
3092,MDW,MSY,1330.80278935
3093,MDW,OAK,2961.77025934
3094,MDW,OMA,679.650420279
3095,MDW,ORF,1131.48737379
3096,MDW,PBI,1819.52101288
3097,MDW,PDX,2811.77682865
3098,MDW,PHL,1073.26744114
3099,MDW,PHX,2320.34519823
3100,MDW,PIT,645.920325164
3101,MDW,PVD,1353.0686327
3102,MDW,RDU,1016.47649438
3103,MDW,RNO,2698.396608
3104,MDW,RSW,1782.55382557
3105,MDW,SAN,2776.84500929
3106,MDW,SAT,1668.93308369
3107,MDW,SDF,436.913377775
3108,MDW,SEA,2783.06662541
3109,MDW,SFO,2978.39443255
3110,MDW,SJC,2951.24991827
3111,MDW,SLC,2021.07754665
3112,MDW,SMF,2874.84739
3113,MDW,SNA,2781.81143648
3114,MDW,SRQ,1669.04081466
3115,MDW,STL,404.288642915
3116,MDW,TPA,1607.40865608
3117,MDW,TUS,2314.53693642
3118,MEI,ATL,428.65712184
3119,MEM,ATL,532.959701608
3120,MEM,AUS,899.62930977
3121,MEM,BHM,338.773934052
3122,MEM,BNA,321.715416014
3123,MEM,BOS,1831.56098335
3124,MEM,BTR,513.402315501
3125,MEM,BWI,1265.30975643
3126,MEM,CAE,820.941456258
3127,MEM,CHA,434.62769016
3128,MEM,CHS,946.605557418
3129,MEM,CLE,1002.17438486
3130,MEM,CLT,821.729134436
3131,MEM,CMH,832.840376526
3132,MEM,COS,1372.71899185
3133,MEM,CVG,648.399327233
3134,MEM,DCA,1224.39739481
3135,MEM,DEN,1401.87379465
3136,MEM,DFW,693.521401056
3137,MEM,DSM,790.324561716
3138,MEM,DTW,982.786801071
3139,MEM,EVV,398.285595158
3140,MEM,EWR,1520.75471129
3141,MEM,FLL,1369.87676161
3142,MEM,FSM,400.438701469
3143,MEM,GJT,1704.01904162
3144,MEM,GLH,196.700382923
3145,MEM,GPT,522.489709682
3146,MEM,GRR,952.795687021
3147,MEM,GSO,915.44042068
3148,MEM,GSP,707.121710188
3149,MEM,HSV,295.723215905
3150,MEM,IAH,754.523001374
3151,MEM,ICT,727.973987735
3152,MEM,IND,613.303235814
3153,MEM,JAN,303.93521765
3154,MEM,JAX,925.171075591
3155,MEM,LAS,2274.58663579
3156,MEM,LAX,2600.53828213
3157,MEM,LGA,1547.4200464
3158,MEM,LIT,208.005619848
3159,MEM,MCI,632.498961386
3160,MEM,MCO,1100.64481777
3161,MEM,MGM,450.482049185
3162,MEM,MIA,1384.64937727
3163,MEM,MKE,897.36396967
3164,MEM,MLI,714.053671841
3165,MEM,MOB,510.341949054
3166,MEM,MSN,902.357242386
3167,MEM,MSP,1128.61301148
3168,MEM,MSY,562.221317577
3169,MEM,OKC,693.731188803
3170,MEM,OMA,867.085916678
3171,MEM,ORD,792.23060013
3172,MEM,PFN,670.988829939
3173,MEM,PHL,1405.3951866
3174,MEM,PHX,2029.94838328
3175,MEM,PIA,625.804388764
3176,MEM,PIT,1048.41078795
3177,MEM,PNS,571.229087749
3178,MEM,RDU,1017.41385243
3179,MEM,RIC,1166.57472085
3180,MEM,RSW,1228.70676358
3181,MEM,SAT,1005.88881831
3182,MEM,SAV,874.906563004
3183,MEM,SBN,807.019397074
3184,MEM,SDF,514.347439713
3185,MEM,SEA,3006.01247531
3186,MEM,SFO,2902.83281242
3187,MEM,SGF,392.355021583
3188,MEM,SHV,458.286751485
3189,MEM,SJU,2999.11550167
3190,MEM,SLC,2027.20307289
3191,MEM,STL,413.729841382
3192,MEM,TLH,737.466191613
3193,MEM,TPA,1055.7379502
3194,MEM,TUL,549.648132723
3195,MEM,TYS,548.850717115
3196,MEM,VPS,601.034784384
3197,MEM,XNA,414.845393181
3198,MFE,ATL,1566.74516486
3199,MFE,DFW,756.53023456
3200,MFE,IAH,510.138072401
3201,MFE,LAX,2120.17193352
3202,MFR,BOI,557.069755025
3203,MFR,DEN,1547.36864505
3204,MFR,LAS,964.959793262
3205,MFR,PDX,358.228698452
3206,MFR,PHX,1375.26033315
3207,MFR,RDM,251.336621171
3208,MFR,SFO,530.626988941
3209,MFR,SJC,563.232337354
3210,MFR,SLC,922.855761063
3211,MFR,SMF,423.302040493
3212,MGM,ATL,236.086410314
3213,MGM,CVG,766.587009694
3214,MGM,IAH,889.567239408
3215,MGM,MEM,450.482049185
3216,MHT,ATL,1531.54388586
3217,MHT,BOS,72.3519735888
3218,MHT,BWI,605.80710258
3219,MHT,CLE,874.39720382
3220,MHT,CLT,1186.36114335
3221,MHT,CVG,1190.33768917
3222,MHT,DCA,653.831161699
3223,MHT,DTW,978.65888481
3224,MHT,EWR,336.734833115
3225,MHT,IAD,672.462039332
3226,MHT,JFK,320.607524529
3227,MHT,LAS,3784.39506529
3228,MHT,MCO,1840.26660985
3229,MHT,MDW,1345.01551886
3230,MHT,MSP,1753.91678262
3231,MHT,ORD,1353.53256304
3232,MHT,PHL,465.405306759
3233,MHT,PHX,3662.35695144
3234,MHT,TPA,1939.90926264
3235,MIA,ATL,959.36294123
3236,MIA,BDL,1926.36579517
