Origin,Dest
TUS,ONT
TUS,ORD
TUS,PHX
TUS,PSP
TUS,RNO
TUS,SAN
TUS,SAT
TUS,SEA
TUS,SFO
TUS,SLC
TUS,SMF
TVC,ATL
TVC,CVG
TVC,DTW
TVC,LGA
TVC,MQT
TVC,MSP
TVC,ORD
TWF,BOI
TWF,SLC
TXK,DFW
TYR,DFW
TYS,ATL
TYS,AUS
TYS,CLE
TYS,CVG
TYS,DEN
TYS,DFW
TYS,DTW
TYS,EWR
TYS,IAH
TYS,JAN
TYS,LGA
TYS,MCI
TYS,MCO
TYS,MEM
TYS,MSP
TYS,ORD
TYS,TPA
VLD,ATL
VPS,ATL
VPS,CVG
VPS,DFW
VPS,IAH
VPS,LGA
VPS,MEM
VPS,ORD
WRG,KTN
WRG,PSG
WYS,SLC
XNA,ATL
XNA,BHM
XNA,COS
XNA,CYS
XNA,DCA
XNA,DEN
XNA,DFW
XNA,DTW
XNA,EWR
XNA,IAH
XNA,LAX
XNA,LGA
XNA,MEM
XNA,MIA
XNA,MSP
XNA,ORD
XNA,RDU
XNA,SLC
YAK,CDV
YAK,JNU
YKM,SLC
YUM,IPL
YUM,LAS
YUM,LAX
YUM,PHX
YUM,PSP
YUM,SLC
