STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080720,0,289,117,26,320,320,72,94,1235
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080721,41,283,106,24,40,30,98,130,1539
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080722,0,267,106,17,270,300,72,98,1715
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080723,218,256,106,28,100,140,76,89,1557
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080724,0,278,83,20,350,360,58,76,1557
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080725,0,278,94,35,180,180,134,170,1551
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080726,0,256,111,17,170,170,107,143,1412
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080727,15,272,100,31,110,100,103,139,1510
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080728,3,233,100,27,320,260,81,107,1652
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080729,0,267,83,31,330,350,76,98,1708
