STATION,STATION_NAME,DATE,MDPR,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081101,-9999,0,-9999,0,206,94,4,80,70,36,45,1737
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081102,-9999,0,0,0,239,89,27,210,190,89,107,1351
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081103,-9999,0,0,0,250,139,52,200,210,107,134,1514
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081104,-9999,0,0,0,228,139,57,170,170,107,139,1604
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081105,-9999,97,0,0,228,128,72,190,130,130,179,1932
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081106,-9999,142,0,0,139,44,63,240,210,125,174,1244
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081107,-9999,0,0,0,139,28,57,290,310,112,148,935
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081108,-9999,0,0,0,39,6,51,330,330,89,125,1030
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081109,-9999,0,0,0,72,-11,23,330,330,67,94,29
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081110,-9999,23,0,0,67,22,44,90,110,72,103,903
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081111,-9999,102,0,0,100,56,31,120,170,72,89,1246
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081112,-9999,0,0,0,89,44,22,200,340,45,72,1033
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081113,-9999,0,0,0,156,67,54,210,200,125,161,1452
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081114,-9999,0,0,0,133,61,48,330,330,112,165,1315
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081115,-9999,0,0,0,39,0,49,320,330,107,161,113
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081116,-9999,0,0,0,144,0,35,30,320,72,103,1451
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081117,-9999,0,0,0,67,-6,28,320,310,63,81,1544
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081118,-9999,0,0,0,61,-28,30,170,180,63,81,1719
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081119,-9999,0,0,0,183,22,39,10,360,98,112,2225
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081120,-9999,0,0,0,50,-33,56,350,340,107,157,1339
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081121,-9999,0,0,0,17,-78,26,170,180,54,67,2245
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081122,-9999,0,0,0,106,0,47,200,200,98,125,1200
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081123,-9999,0,0,0,139,11,37,300,310,81,116,2303
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081124,-9999,0,0,0,122,0,31,310,320,81,112,41
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081125,-9999,0,0,0,106,-11,13,90,100,40,54,1537
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081126,-9999,0,0,0,150,-22,1,320,310,27,31,1551
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081127,-9999,0,0,0,139,-17,13,10,10,67,89,1746
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081128,-9999,0,0,0,61,33,9,50,50,36,40,1537
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081129,-9999,51,0,0,50,-6,12,360,350,36,40,134
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081130,-9999,15,0,0,0,-6,52,320,330,89,116,1910
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081201,-9999,0,0,0,0,-22,40,320,330,89,116,423
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081202,-9999,0,0,0,111,-22,55,210,200,107,143,1154
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081203,-9999,0,0,0,72,-50,39,360,340,107,139,1158
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081204,-9999,0,0,0,6,-72,29,320,300,63,81,1439
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081205,-9999,0,0,0,28,-78,49,230,230,94,125,2303
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081206,-9999,0,0,0,61,-44,46,330,320,98,134,1328
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081207,-9999,0,0,0,89,-61,30,190,150,72,103,1033
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081208,-9999,0,0,0,156,61,50,200,190,98,125,2224
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081209,-9999,46,25,25,139,-61,64,360,360,112,143,1200
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081210,-9999,0,0,0,11,-106,10,360,360,72,94,21
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081211,-9999,5,0,0,78,-56,15,360,350,40,63,2153
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081212,-9999,0,0,0,72,-11,30,190,170,67,81,2137
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081213,-9999,0,0,0,133,44,86,190,200,143,206,1712
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081214,-9999,3,25,25,156,-133,83,190,180,165,246,438
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081215,-9999,0,0,0,-117,-161,37,300,310,81,112,115
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081216,-9999,56,76,76,-94,-122,34,70,90,76,94,1027
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081217,-9999,0,76,0,-61,-128,12,80,70,45,54,1738
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081218,-9999,36,51,3,0,-83,26,80,100,58,67,1950
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081219,-9999,0,0,0,78,-50,42,270,260,134,201,414
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081220,-9999,0,0,0,-33,-156,51,320,330,98,134,1338
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081221,-9999,0,0,0,-111,-172,51,310,290,107,143,1225
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081222,-9999,0,0,0,-39,-172,32,160,150,81,116,2335
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081223,-9999,8,0,0,11,-44,53,190,190,112,157,909
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081224,-9999,8,51,38,11,-94,34,300,320,76,107,736
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081225,-9999,0,-9999,0,78,-89,33,180,170,89,125,2317
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081226,-9999,0,-9999,0,189,78,55,190,190,103,143,1203
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081227,-9999,249,0,0,189,-33,49,260,270,197,268,452
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081228,-9999,0,0,0,89,-44,30,220,230,72,98,1630
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081229,-9999,0,0,0,139,17,20,240,250,45,67,913
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081230,-9999,0,0,0,122,-33,55,330,330,139,237,2020
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081231,-9999,0,0,0,-6,-83,31,150,130,89,134,2344
