Origin,Dest,IsDelayed
PHX,PSP,496
PHX,PVD,162
PHX,RDU,315
PHX,RNO,891
PHX,SAN,2506
PHX,SAT,874
PHX,SBA,411
PHX,SBP,279
PHX,SDF,82
PHX,SEA,1828
PHX,SFO,1471
PHX,SJC,1110
PHX,SLC,2070
PHX,SMF,1418
PHX,SNA,1475
PHX,STL,989
PHX,TEX,55
PHX,TPA,289
PHX,TUL,308
PHX,TUS,949
PHX,YUM,484
PIA,ATL,354
PIA,DEN,18
PIA,DFW,169
PIA,DTW,37
PIA,MSP,1
PIA,ORD,911
PIH,SLC,138
PIR,JAX,2
PIR,MSP,2
PIT,ATL,1177
PIT,BOS,388
PIT,BWI,184
PIT,CAE,0
PIT,CLT,631
PIT,CMH,0
PIT,COS,0
PIT,CVG,386
PIT,DCA,131
PIT,DEN,426
PIT,DFW,846
PIT,DSM,0
PIT,DTW,593
PIT,EWR,1018
PIT,FLL,205
PIT,GRR,0
PIT,IAD,484
PIT,IAH,462
PIT,JFK,898
PIT,LAS,414
PIT,LAX,161
PIT,LGA,873
PIT,MCI,61
PIT,MCO,475
PIT,MDW,588
PIT,MEM,255
PIT,MIA,185
PIT,MKE,286
PIT,MSN,0
PIT,MSP,391
PIT,MYR,2
PIT,ORD,1371
PIT,PBI,50
PIT,PHL,1414
PIT,PHX,306
PIT,PVD,1
PIT,PWM,0
PIT,RSW,62
PIT,SAN,5
PIT,SEA,13
PIT,SFO,121
PIT,SJU,16
PIT,SLC,83
PIT,TPA,208
PIT,TYS,0
PLN,DCA,1
PLN,DTW,62
PMD,LAX,0
PMD,SFO,96
PNS,ATL,1250
PNS,CLT,138
PNS,DFW,706
PNS,IAH,218
PNS,JAX,11
PNS,MCN,0
PNS,MCO,2
PNS,MEM,206
PNS,ORD,313
PSC,DEN,210
PSC,GJT,0
PSC,MTJ,0
PSC,OGD,0
PSC,PIH,0
PSC,SLC,299
PSC,TWF,0
PSE,EWR,71
PSE,FLL,15
PSE,JFK,59
PSE,MCO,44
PSG,JNU,94
PSG,WRG,158
PSP,ATL,37
PSP,COS,0
PSP,DEN,384
PSP,DFW,216
PSP,GJT,0
PSP,IAH,69
PSP,LAS,422
PSP,LAX,617
PSP,MSP,41
PSP,OGD,0
PSP,ONT,0
PSP,ORD,274
PSP,PDX,44
PSP,PHX,394
PSP,PIH,0
PSP,SEA,209
PSP,SFO,467
PSP,SLC,233
PVD,ATL,533
PVD,BNA,43
PVD,BOS,1
PVD,BWI,1025
PVD,CLE,132
PVD,CLT,452
PVD,CVG,278
PVD,DCA,147
PVD,DTW,300
PVD,EWR,730
PVD,FLL,12
PVD,IAD,81
PVD,JFK,74
PVD,LAS,67
PVD,MCO,378
PVD,MDW,316
PVD,MSP,79
PVD,ORD,845
PVD,PHL,1184
PVD,PHX,103
PVD,TPA,206
PWM,ATL,456
PWM,BGR,0
PWM,BWI,115
PWM,CLE,46
PWM,CLT,71
PWM,CVG,149
PWM,DTW,211
PWM,EWR,521
PWM,IAD,140
PWM,JFK,604
PWM,LGA,229
PWM,MCO,2
PWM,MSP,30
PWM,ORD,90
RAP,COS,0
RAP,DEN,552
RAP,GRB,0
RAP,MSP,275
RAP,ORD,133
RAP,PIH,0
RAP,SLC,147
RAP,TWF,0
RDD,FAT,0
RDD,SFO,485
RDD,SJC,0
RDM,DEN,6
RDM,PDX,319
RDM,SFO,341
RDM,SJC,0
RDM,SLC,145
RDM,SMF,0
RDU,ATL,1056
RDU,AUS,185
RDU,BDL,378
RDU,BHM,64
RDU,BNA,432
RDU,BOS,1067
RDU,BWI,482
RDU,CHS,1
RDU,CLE,173
RDU,CLT,827
RDU,CMH,239
RDU,CVG,413
RDU,DCA,548
RDU,DEN,86
RDU,DFW,635
RDU,DTW,321
RDU,EWR,1728
RDU,GRB,0
RDU,GRR,0
RDU,IAD,524
RDU,IAH,432
RDU,IND,126
RDU,JAX,209
RDU,JFK,1511
RDU,LAS,98
RDU,LAX,129
RDU,LGA,1837
RDU,MCI,239
RDU,MCO,360
RDU,MDW,279
RDU,MEM,199
RDU,MIA,413
RDU,MKE,218
RDU,MSN,0
RDU,MSP,227
RDU,MSY,55
RDU,ORD,1163
RDU,PHL,1184
RDU,PHX,290
RDU,SAT,32
RDU,SDF,157
RDU,SLC,60
RDU,STL,91
RDU,TPA,198
RDU,XNA,15
RFD,COS,0
RFD,DEN,137
RFD,GJT,0
RHI,MSP,59
RIC,ATL,1053
RIC,BOS,101
RIC,BUF,0
RIC,BWI,0
RIC,CLE,343
RIC,CLT,347
RIC,CVG,123
RIC,DCA,0
RIC,DFW,291
RIC,DTW,317
RIC,EWR,567
RIC,FLL,20
RIC,IAH,188
RIC,JFK,747
RIC,LGA,383
RIC,MCO,22
RIC,MEM,71
RIC,MIA,181
RIC,MSP,118
RIC,ORD,667
RIC,PHL,219
RIC,RDU,1
RNO,ATL,51
RNO,BOI,237
RNO,DEN,302
RNO,DFW,281
RNO,GEG,15
RNO,IAH,134
RNO,LAS,1296
RNO,LAX,776
RNO,LGB,8
RNO,MDW,34
RNO,OAK,317
RNO,ONT,15
RNO,ORD,181
RNO,PDX,326
RNO,PHX,732
RNO,SAN,68
RNO,SEA,358
RNO,SFO,692
RNO,SJC,374
RNO,SLC,316
RNO,SNA,28
RNO,TUS,4
ROA,ATL,519
ROA,CVG,72
ROA,DTW,145
ROA,IAD,88
ROA,ORD,295
ROC,ATL,801
ROC,BOS,3
ROC,BWI,205
ROC,CLE,382
ROC,CLT,127
ROC,CVG,305
ROC,DFW,104
ROC,DTW,376
ROC,EWR,604
ROC,FLL,15
ROC,IAD,116
ROC,JFK,1086
ROC,LAS,11
ROC,MCO,109
ROC,MSP,88
ROC,ORD,1104
ROC,PHL,98
ROC,SYR,1
ROC,TPA,50
ROW,DFW,63
RST,DTW,73
RST,MSP,314
RST,ORD,798
RSW,ATL,792
RSW,BDL,31
RSW,BOS,473
RSW,BTV,0
RSW,BWI,255
RSW,CAK,14
RSW,CLE,99
RSW,CLT,473
RSW,CMH,97
RSW,CVG,168
RSW,DCA,249
RSW,DEN,79
RSW,DFW,204
RSW,DTW,282
RSW,EWR,822
RSW,FNT,95
RSW,HPN,57
RSW,IAH,156
RSW,IND,300
RSW,ISP,137
RSW,JFK,890
RSW,LGA,58
RSW,MCO,207
RSW,MDW,345
RSW,MEM,30
RSW,MIA,1
RSW,MKE,10
RSW,MSP,250
RSW,ORD,336
RSW,PHL,471
RSW,PIT,67
RSW,STL,70
SAN,ABQ,273
SAN,ATL,470
SAN,AUS,170
SAN,BFL,62
SAN,BNA,189
SAN,BOI,80
SAN,BOS,116
SAN,BWI,138
SAN,CLE,48
SAN,CLT,219
SAN,COS,129
SAN,CVG,97
SAN,DEN,1212
SAN,DFW,966
SAN,DTW,184
SAN,ELP,123
SAN,EWR,381
SAN,FAT,92
SAN,GEG,75
SAN,HNL,90
SAN,HOU,64
SAN,IAD,390
SAN,IAH,424
SAN,JFK,701
SAN,LAS,1691
SAN,LAX,2151
SAN,MCI,198
SAN,MCO,13
SAN,MDW,386
SAN,MRY,129
SAN,MSP,390
SAN,OAK,1534
SAN,OGG,115
SAN,OKC,115
SAN,OMA,144
SAN,ONT,0
SAN,ORD,1183
SAN,PDX,303
SAN,PHL,356
SAN,PHX,2122
SAN,PIT,0
SAN,PSP,0
SAN,RNO,100
SAN,SAT,92
SAN,SBA,31
SAN,SEA,1024
SAN,SFO,1729
SAN,SJC,1464
SAN,SLC,345
SAN,SMF,1255
SAN,STL,133
SAN,TUL,121
SAN,TUS,258
SAT,ABQ,49
SAT,ATL,674
SAT,AUS,0
SAT,BNA,172
SAT,BWI,106
SAT,CLE,39
SAT,COS,0
SAT,CVG,313
SAT,DAL,1429
SAT,DEN,498
SAT,DFW,1382
SAT,DTW,255
SAT,ELP,380
SAT,EWR,386
SAT,GSO,0
SAT,HOU,744
SAT,HRL,180
SAT,IAD,81
SAT,IAH,780
SAT,LAS,355
SAT,LAX,425
SAT,MCI,211
SAT,MCO,124
SAT,MDW,177
SAT,MEM,265
SAT,MSP,201
SAT,MSY,75
SAT,OKC,70
SAT,ONT,90
SAT,ORD,571
SAT,PHX,568
SAT,PVU,0
SAT,RDU,75
SAT,SAN,91
SAT,SFO,59
SAT,SLC,227
SAT,SMF,82
SAT,STL,116
SAT,TPA,70
SAT,TUL,66
SAT,TUS,49
SAV,ATL,973
SAV,BOS,112
SAV,CLT,351
SAV,CVG,220
SAV,DCA,3
SAV,DFW,252
SAV,DTW,121
SAV,EWR,376
SAV,HHH,0
SAV,IAD,384
SAV,IAH,209
SAV,JAX,2
SAV,LGA,408
SAV,MCO,1
SAV,MEM,20
SAV,MSP,8
SAV,ORD,349
SBA,DEN,201
SBA,DFW,109
SBA,DRO,0
SBA,IDA,0
SBA,LAS,126
SBA,LAX,889
SBA,MOD,0
SBA,MRY,0
SBA,PHX,346
SBA,SAN,24
SBA,SFO,915
SBA,SJC,155
SBA,SLC,125
SBA,SMF,39
SBA,TWF,0
SBN,ATL,487
SBN,CVG,17
SBN,DTW,411
SBN,MSP,129
SBN,ORD,564
SBP,LAS,70
SBP,LAX,431
SBP,PHX,168
SBP,SFO,491
SBP,SJC,0
SBP,SLC,54
SBP,SMX,0
SCC,ANC,93
SCC,BRW,107
SCE,ATL,85
SCE,CVG,23
SCE,DTW,39
SDF,ATL,740
SDF,BHM,182
SDF,BOS,41
SDF,BWI,389
SDF,CLE,224
SDF,CLT,9
SDF,CVG,96
SDF,DEN,37
SDF,DFW,590
SDF,DTW,334
SDF,EWR,428
SDF,FWA,0
SDF,IAH,119
SDF,JAX,0
SDF,JFK,1
SDF,LAS,82
SDF,LAX,1
SDF,LGA,95
SDF,MCI,60
SDF,MCO,129
SDF,MDW,378
SDF,MEM,146
SDF,MIA,128
SDF,MSP,242
SDF,ORD,915
SDF,PHX,20
SDF,RDU,159
SDF,SLC,1
SDF,STL,185
SDF,TPA,73
SEA,ABQ,139
SEA,ANC,2742
SEA,ATL,777
SEA,AUS,94
SEA,BNA,96
SEA,BOI,380
SEA,BOS,327
SEA,BUR,446
SEA,BWI,74
SEA,CLE,42
SEA,CLT,191
SEA,CVG,251
SEA,DCA,218
SEA,DEN,1925
SEA,DFW,1454
SEA,DTW,346
SEA,EUG,0
SEA,EWR,684
SEA,FAI,440
SEA,GEG,1268
SEA,HNL,531
SEA,IAD,364
SEA,IAH,550
SEA,IND,35
SEA,JFK,779
SEA,JNU,538
SEA,KTN,542
SEA,LAS,1722
SEA,LAX,2169
SEA,LGB,475
SEA,LIH,19
SEA,MCI,159
SEA,MCO,215
SEA,MDW,369
SEA,MEM,119
SEA,MIA,150
SEA,MSP,697
SEA,MSY,1
SEA,OAK,1649
SEA,OGD,0
SEA,OGG,249
SEA,ONT,526
SEA,ORD,1847
SEA,PDX,332
SEA,PHL,299
SEA,PHX,1495
SEA,PIT,5
SEA,PSP,183
SEA,RNO,402
SEA,SAN,934
SEA,SFO,1973
SEA,SIT,40
SEA,SJC,1085
SEA,SLC,1095
SEA,SMF,1191
SEA,SNA,705
SEA,STL,189
SEA,TUS,51
SEA,TWF,0
SFO,ABQ,274
SFO,ACV,1016
SFO,ANC,75
SFO,ASE,23
SFO,ATL,1016
SFO,AUS,109
SFO,BFL,279
SFO,BIL,6
SFO,BOI,706
SFO,BOS,880
SFO,BUR,574
SFO,BWI,210
SFO,BZN,9
SFO,CEC,299
SFO,CIC,471
SFO,CLE,106
SFO,CLT,537
SFO,COS,203
SFO,CVG,276
SFO,DEN,1618
SFO,DFW,1363
SFO,DTW,233
SFO,ELP,0
SFO,EUG,803
SFO,EWR,1219
SFO,FAT,1019
SFO,HNL,867
SFO,IAD,874
SFO,IAH,683
SFO,IND,57
SFO,JFK,2484
SFO,KOA,193
SFO,LAS,2080
SFO,LAX,3638
SFO,LIH,146
SFO,MCO,151
SFO,MDW,81
SFO,MEM,53
SFO,MFR,1116
SFO,MIA,339
SFO,MOD,508
SFO,MRY,644
SFO,MSP,496
SFO,MSY,1
SFO,OAK,0
SFO,OGG,235
SFO,ONT,403
SFO,ORD,2055
SFO,PDX,1160
SFO,PHL,917
SFO,PHX,1174
SFO,PIH,0
SFO,PIT,145
SFO,PMD,64
SFO,PSP,623
SFO,RDD,651
SFO,RDM,383
SFO,RNO,694
SFO,SAN,1576
SFO,SAT,142
SFO,SBA,956
SFO,SBP,524
SFO,SEA,1842
SFO,SLC,1443
SFO,SMF,797
SFO,SMX,0
SFO,SNA,1027
SFO,STL,199
SFO,TUS,113
SFO,TWF,0
SGF,ATL,287
SGF,COS,0
SGF,CVG,64
SGF,DEN,331
SGF,DFW,1009
SGF,DTW,87
SGF,MCI,0
SGF,MEM,201
SGF,MSP,74
SGF,MTJ,0
SGF,ORD,948
SGF,RFD,0
SGF,SPI,0
SGF,STL,58
SGU,LAX,180
SGU,PIH,0
SGU,PVU,0
SGU,SLC,499
SGU,TWF,0
SHV,ATL,710
SHV,CVG,18
SHV,DFW,892
SHV,DTW,107
SHV,IAH,252
SHV,MEM,222
SHV,ORD,75
SIT,JNU,154
SIT,KTN,105
SIT,SEA,72
SJC,ATL,152
SJC,AUS,239
SJC,BOS,57
SJC,BUR,662
SJC,DEN,708
SJC,DFW,540
SJC,EWR,45
SJC,GJT,0
SJC,HNL,83
SJC,IAD,60
SJC,IAH,178
SJC,JFK,194
SJC,LAS,1017
SJC,LAX,2798
SJC,MDW,80
SJC,MSP,162
SJC,ONT,831
SJC,ORD,543
SJC,PDX,634
SJC,PHX,906
SJC,PIH,0
SJC,RNO,459
SJC,SAN,1544
SJC,SBA,164
SJC,SEA,902
SJC,SFO,0
SJC,SLC,220
SJC,SMX,0
SJC,SNA,1048
SJT,DFW,433
SJU,ATL,229
SJU,BDL,83
SJU,BOS,353
SJU,BWI,99
SJU,CLE,14
SJU,CLT,324
SJU,CVG,5
SJU,DFW,223
SJU,DTW,54
SJU,EWR,525
SJU,FLL,220
SJU,IAD,317
SJU,IAH,148
SJU,JFK,1488
SJU,LAX,72
SJU,MCO,704
SJU,MEM,17
SJU,MIA,828
SJU,MSP,13
SJU,ORD,502
SJU,PHL,574
SJU,PIT,20
SJU,STT,80
SJU,TPA,175
SLC,ABI,0
SLC,ABQ,591
SLC,AMA,0
SLC,ANC,156
SLC,ASE,262
SLC,ATL,685
SLC,AUS,315
SLC,BFL,107
SLC,BHM,88
SLC,BIL,529
SLC,BLI,136
SLC,BNA,112
SLC,BOI,1079
SLC,BOS,222
SLC,BTM,179
SLC,BUR,397
SLC,BWI,123
SLC,BZN,701
SLC,CDC,0
SLC,CLE,93
SLC,CLT,72
SLC,CMH,77
SLC,COD,167
SLC,COS,374
SLC,CPR,245
SLC,CVG,336
SLC,CYS,0
SLC,DCA,56
SLC,DEN,2303
SLC,DFW,963
SLC,DRO,102
SLC,DSM,60
SLC,DTW,74
SLC,EAU,0
SLC,EKO,250
SLC,ELP,96
SLC,EUG,181
SLC,EWR,377
SLC,FAI,22
SLC,FAR,133
SLC,FAT,310
SLC,FCA,527
SLC,FLL,98
SLC,FSD,75
SLC,GEG,593
SLC,GJT,309
SLC,GRR,0
SLC,GTF,287
SLC,HDN,150
SLC,HLN,333
SLC,HNL,55
SLC,HOU,0
SLC,HSV,0
SLC,IAD,97
SLC,IAH,744
SLC,ICT,0
SLC,IDA,414
SLC,JAC,498
SLC,JFK,466
SLC,KOA,3
SLC,LAS,1516
SLC,LAX,1504
SLC,LBB,0
SLC,LGA,5
SLC,LGB,525
SLC,LIT,71
SLC,LNK,0
SLC,LWS,143
SLC,MCI,346
SLC,MCO,174
SLC,MDW,171
SLC,MEM,175
SLC,MFR,177
SLC,MKE,129
SLC,MRY,103
SLC,MSN,0
SLC,MSO,491
SLC,MSP,776
SLC,MSY,128
SLC,MTJ,88
SLC,OAK,1076
SLC,OGG,36
SLC,OKC,302
SLC,OMA,186
SLC,ONT,473
SLC,ORD,897
SLC,PDX,888
SLC,PHL,200
SLC,PHX,1879
SLC,PIH,245
SLC,PIT,65
SLC,PSC,456
SLC,PSP,266
SLC,RAP,219
SLC,RDM,179
SLC,RDU,87
SLC,RNO,456
SLC,SAN,533
SLC,SAT,313
SLC,SBA,121
SLC,SBP,93
SLC,SDF,2
SLC,SEA,1049
SLC,SFO,1471
SLC,SGF,0
SLC,SGU,580
SLC,SHV,0
SLC,SJC,312
SLC,SLE,155
SLC,SMF,455
SLC,SNA,346
SLC,STL,475
SLC,SUN,551
SLC,SUX,0
SLC,TPA,67
SLC,TUL,208
SLC,TUS,426
SLC,TWF,386
SLC,WYS,78
SLC,XNA,112
SLC,YKM,127
SLC,YUM,15
SLE,BOI,0
SLE,SLC,62
SMF,ABQ,78
SMF,ACV,269
SMF,ATL,243
SMF,AUS,0
SMF,BFL,24
SMF,BUR,925
SMF,CEC,0
SMF,COS,114
SMF,CVG,1
SMF,DEN,735
SMF,DFW,407
SMF,FAT,0
SMF,GEG,91
SMF,HNL,123
SMF,IAD,65
SMF,IAH,221
SMF,IDA,0
SMF,JFK,104
SMF,LAS,1150
SMF,LAX,2025
SMF,LGB,104
SMF,MCI,21
SMF,MDW,173
SMF,MSP,199
SMF,OGG,30
SMF,OKC,45
SMF,ONT,1047
SMF,ORD,412
SMF,PDX,854
SMF,PHX,1115
SMF,RDD,0
SMF,RNO,0
SMF,SAN,1389
SMF,SAT,86
SMF,SBA,31
SMF,SEA,1134
SMF,SFO,841
SMF,SLC,397
SMF,SNA,666
SMF,TUL,54
SMF,TUS,101
SMX,LAX,390
SNA,ATL,307
SNA,AUS,24
SNA,BFL,0
SNA,CVG,92
SNA,DEN,955
SNA,DFW,1109
SNA,EWR,262
SNA,GJT,0
SNA,HNL,70
SNA,IAH,381
SNA,KOA,81
SNA,LAS,1101
SNA,LAX,357
SNA,MDW,54
SNA,MSP,133
SNA,OAK,1349
SNA,OGG,61
SNA,ORD,924
SNA,PDX,334
SNA,PHX,1861
SNA,RNO,78
SNA,SEA,792
SNA,SFO,1077
SNA,SJC,1288
SNA,SLC,305
SNA,SMF,752
SNA,STL,59
SOP,ATL,107
SPI,IAD,105
SPI,ORD,431
SPS,DFW,456
SRQ,ATL,676
SRQ,BOS,3
SRQ,BWI,50
SRQ,CLE,31
SRQ,CLT,161
SRQ,CVG,112
SRQ,DCA,7
SRQ,DTW,66
SRQ,EWR,199
SRQ,IAH,29
SRQ,IND,62
SRQ,JFK,246
SRQ,MDW,119
SRQ,MIA,1
SRQ,STL,8
STL,ABQ,50
STL,ATL,760
STL,AUS,51
STL,BHM,155
STL,BNA,46
STL,BOS,269
STL,BWI,455
STL,CID,1
STL,CLE,440
STL,CLT,322
STL,CMH,179
STL,CVG,182
STL,DAL,842
STL,DCA,374
STL,DEN,552
STL,DFW,909
STL,DTW,803
STL,EWR,668
STL,FLL,223
STL,GJT,0
STL,HOU,467
STL,IAH,278
STL,JFK,223
STL,LAS,205
STL,LAX,500
STL,LGA,624
STL,LIT,292
STL,MCI,535
STL,MCO,473
STL,MDW,1078
STL,MEM,222
STL,MIA,164
STL,MSP,515
STL,MSY,35
STL,OKC,240
STL,OMA,399
STL,ORD,1269
STL,PHX,820
STL,RDU,135
STL,RSW,67
STL,SAN,58
STL,SAT,102
STL,SDF,305
STL,SEA,196
STL,SFO,250
STL,SGF,91
STL,SLC,472
STL,SNA,69
STL,SRQ,4
STL,TPA,271
STL,TUL,216
STT,ATL,115
STT,BOS,23
STT,CLT,150
STT,EWR,74
STT,JFK,130
STT,LGA,5
STT,MIA,173
STT,PHL,132
STT,SJU,187
STX,ATL,45
STX,CLT,16
STX,MIA,113
SUN,PIH,0
SUN,SLC,493
SUN,TWF,0
SUX,MSP,96
SWF,ATL,725
SWF,DTW,213
SWF,FLL,214
SWF,JFK,0
SWF,MCO,226
SWF,ORD,227
SWF,PBI,64
SWF,TPA,67
SYR,ATL,653
SYR,CLE,340
SYR,CLT,253
SYR,CVG,326
SYR,DCA,132
SYR,DFW,162
SYR,DTW,379
SYR,EWR,576
SYR,FLL,9
SYR,HPN,1
SYR,IAD,77
SYR,JFK,680
SYR,MCO,76
SYR,ORD,864
SYR,PHL,199
SYR,TPA,0
TEX,PHX,68
TLH,ATL,721
TLH,CLT,5
TLH,IAH,149
TLH,JAX,0
TLH,MCO,28
TLH,MEM,186
TOL,ATL,205
TOL,ORD,376
TPA,ABQ,100
TPA,ALB,57
TPA,ATL,1344
TPA,AUS,22
TPA,BDL,269
TPA,BHM,158
TPA,BNA,363
TPA,BOS,391
TPA,BUF,94
TPA,BWI,766
TPA,CAK,35
TPA,CLE,117
TPA,CLT,945
TPA,CMH,175
TPA,CVG,155
TPA,DAY,16
TPA,DCA,432
TPA,DEN,433
TPA,DFW,778
TPA,DTW,404
TPA,EWR,1225
TPA,FLL,821
TPA,FNT,76
TPA,GPT,61
TPA,GRR,1
TPA,GSO,0
TPA,HOU,224
TPA,HPN,30
TPA,IAD,515
TPA,IAH,373
TPA,IND,306
TPA,ISP,233
TPA,JAX,244
TPA,JFK,1077
TPA,LAS,195
TPA,LAX,169
TPA,LGA,579
TPA,MCI,117
TPA,MCO,2
TPA,MDW,486
TPA,MEM,157
TPA,MHT,215
TPA,MIA,467
TPA,MKE,87
TPA,MSP,281
TPA,MSY,263
TPA,ORD,895
TPA,ORF,57
TPA,PBI,365
TPA,PHL,1202
TPA,PHX,437
TPA,PIT,145
TPA,PVD,161
TPA,RDU,265
TPA,ROC,122
TPA,SAT,114
TPA,SDF,126
TPA,SJU,97
TPA,SLC,62
TPA,STL,347
TPA,SWF,79
TPA,TYS,2
TRI,ATL,407
TRI,CLT,2
TRI,CVG,4
TRI,MCO,8
TRI,TYS,0
TTN,ATL,37
TTN,BOS,176
TTN,JFK,1
TTN,LGA,0
TUL,ABQ,55
TUL,ATL,661
TUL,AUS,40
TUL,CVG,178
TUL,DAL,500
TUL,DEN,361
TUL,DFW,942
TUL,DTW,240
TUL,EWR,43
TUL,FWA,0
TUL,GJT,0
TUL,HOU,372
TUL,IAH,458
TUL,LAS,45
TUL,MCI,289
TUL,MEM,305
TUL,MSP,203
TUL,ONT,23
TUL,ORD,691
TUL,PHX,136
TUL,PIA,0
TUL,PVU,0
TUL,RFD,0
TUL,SAN,38
TUL,SAT,61
TUL,SLC,236
TUL,SMF,23
TUL,STL,162
TUP,ATL,117
TUS,ABQ,145
TUS,ATL,181
TUS,AUS,115
TUS,DEN,414
TUS,DFW,685
TUS,ELP,25
TUS,EWR,188
TUS,GEG,6
TUS,IAD,22
TUS,IAH,351
TUS,JFK,131
TUS,LAS,609
TUS,LAX,768
TUS,MCI,83
TUS,MDW,99
TUS,MSP,88
TUS,OAK,0
TUS,OMA,11
TUS,ONT,99
TUS,ORD,412
TUS,PHX,850
TUS,PSP,0
TUS,RNO,21
TUS,SAN,176
TUS,SAT,64
TUS,SEA,105
TUS,SFO,37
TUS,SLC,369
TUS,SMF,99
TVC,ATL,2
TVC,CVG,36
TVC,DTW,357
TVC,LGA,15
TVC,MQT,0
TVC,MSP,81
TVC,ORD,698
TWF,BOI,0
TWF,SLC,250
TXK,DFW,270
TYR,DFW,361
TYS,ATL,567
TYS,AUS,1
TYS,CLE,125
TYS,CVG,188
TYS,DEN,56
TYS,DFW,493
TYS,DTW,305
TYS,EWR,222
TYS,IAH,263
TYS,JAN,1
TYS,LGA,152
TYS,MCI,1
TYS,MCO,8
TYS,MEM,326
TYS,MSP,100
TYS,ORD,632
TYS,TPA,0
VLD,ATL,318
VPS,ATL,861
VPS,CVG,3
VPS,DFW,585
VPS,IAH,180
VPS,LGA,4
VPS,MEM,305
VPS,ORD,42
WRG,KTN,132
WRG,PSG,73
WYS,SLC,25
XNA,ATL,665
XNA,BHM,0
XNA,COS,0
XNA,CYS,0
XNA,DCA,11
XNA,DEN,173
XNA,DFW,784
XNA,DTW,92
XNA,EWR,247
XNA,IAH,350
XNA,LAX,140
XNA,LGA,301
XNA,MEM,203
XNA,MIA,42
XNA,MSP,132
XNA,ORD,865
XNA,RDU,22
XNA,SLC,70
YAK,CDV,124
YAK,JNU,85
YKM,SLC,194
YUM,IPL,131
YUM,LAS,46
YUM,LAX,260
YUM,PHX,399
YUM,PSP,0
YUM,SLC,12
